0.0,0.016766149034162684
0.1,0.02066027553397962
0.2,0.020477679653267664
0.3,0.01815799517606102
0.4,0.016510781027588753
0.5,0.01765555921022639
0.6,0.021807236630402613
0.7,0.0270578812180993
0.8,0.03030025726319119
0.9,0.028838293531496022
1.0,0.021850266393946053
1.1,0.010918584364536564
1.2,-0.0006929460628055207
1.3,-0.00967645425525614
1.4,-0.01438730530091371
1.5,-0.015698417630766282
1.6,-0.01649357135049929
1.7,-0.020004686342924714
1.8,-0.027842945312622353
1.9,-0.038798629816464245
2.0,-0.04914143935545942
2.1,-0.05438926075208528
2.2,-0.0517113054695584
2.3,-0.04171854208578887
2.4,-0.028616626264840198
2.5,-0.018476723545172352
2.6,-0.01633959829080497
2.7,-0.023514830060107444
2.8,-0.036419010624599325
2.9,-0.047599461763505733
3.0,-0.048555858748036175
3.1,-0.03312905345822728
3.2,-7.14690477772907e-06
3.3,0.04659767607657257
3.4,0.09811835873778207
3.5,0.14384094063213015
3.6,0.1730891846364364
3.7,0.17675537572477507
3.8,0.1483448115597725
3.9,0.08528021326149246
4.0,-0.008928410868222578
4.1,-0.12197152542197225
4.2,-0.2310397064380782
4.3,-0.3043845091085183
4.4,-0.30781722755965174
4.5,-0.21584243290835164
4.6,-0.024421248368111548
4.7,0.23975468564705132
4.8,0.5187849209773117
4.9,0.7348039600734793
5.0,0.8114728370015712
5.1,0.6995019930524741
5.2,0.39707184538424
5.3,-0.043416209433701586
5.4,-0.5265031666167531
5.5,-0.9403471199033049
5.6,-1.1901871754967566
5.7,-1.226660909716717
5.8,-1.058543062443997
5.9,-0.7453377538264575
6.0,-0.37305190073219685
6.1,-0.02309982857479907
6.2,0.25324674677902553
6.3,0.4452257014187992
6.4,0.5749492045654174
6.5,0.6767788881041492
6.6,0.7741015855430188
6.7,0.8644662481771905
6.8,0.9196581204431795
6.9,0.900057955912421
7.0,0.7759419762866598
7.1,0.5452920637420987
7.2,0.2395429594767822
7.3,-0.08549775322524872
7.4,-0.36937229791582205
7.5,-0.5683407327893202
7.6,-0.668908292344405
7.7,-0.6879545065943589
7.8,-0.6602647464471957
7.9,-0.6199833854715672
8.0,-0.5849259601868243
8.1,-0.5508055674894622
8.2,-0.4973236097588899
8.3,-0.4023142904464167
8.4,-0.2564850741954278
8.5,-0.07140022915027303
8.6,0.12302162881268074
8.7,0.2899924859689375
8.8,0.40056941110778765
8.9,0.4445692177792603
9.0,0.4328080816366813
9.1,0.3901524929874005
9.2,0.34321769328649054
9.3,0.3087978858216968
9.4,0.28831031168739363
9.5,0.2702683539088733
9.6,0.23880936819749668
9.7,0.18356945982677547
9.8,0.10594905683722221
9.9,0.018981214780959092
10.0,-0.05864601579034913
10.1,-0.11107405736047411
10.2,-0.13200465901028222
10.3,-0.12664942701594098
10.4,-0.10845483702873338
10.5,-0.09269352398179727
10.6,-0.09024728777071118
10.7,-0.10436408302963289
10.8,-0.13131906552663564
10.9,-0.1638398212668586
11.0,-0.19496440152009964
11.1,-0.22021379783880202
11.2,-0.23730642297152138
11.3,-0.24425864782025963
11.4,-0.2376622559555704
11.5,-0.21270519612722308
11.6,-0.16529651031548045
11.7,-0.09521055037434473
11.8,-0.008338858512453546
11.9,0.08357583875408178
12.0,0.1660864696323506
12.1,0.22687662316984503
12.2,0.26009190341523186
12.3,0.26808792109922763
12.4,0.2597038495538124
12.5,0.24583398573340184
12.6,0.2343645623887288
12.7,0.22682063263086205
12.8,0.21820771129414107
12.9,0.19998444655510259
13.0,0.16464352446475508
13.1,0.109708117925762
13.2,0.039350524007575535
13.3,-0.036949301169947234
13.4,-0.10789756253468685
13.5,-0.16432920917485377
13.6,-0.20187150498714845
13.7,-0.22137259468308512
13.8,-0.2272543845057019
13.9,-0.22484078119891002
14.0,-0.21798909761613652
14.1,-0.20797259041847102
14.2,-0.1938112416000598
14.3,-0.17355126640870047
14.4,-0.1456819978630968
14.5,-0.11002944500003264
14.6,-0.06790363815675447
14.7,-0.02170550737938875
14.8,0.025614484216982796
14.9,0.07095781039143738
15.0,0.11130864166366554
15.1,0.14396028147618595
15.2,0.16689734574020143
15.3,0.1792981861245642
15.4,0.1818946808194663
15.5,0.17685591823114838
15.6,0.16704118898827314
15.7,0.15482063957935904
15.8,0.14098402010555758
15.9,0.12433330533190326
16.0,0.10229446175582693
16.1,0.07238940160360353
16.2,0.03393335677308057
16.3,-0.010869600023297139
16.4,-0.0570383346816619
16.5,-0.09819116251361343
16.6,-0.1286356742785081
16.7,-0.1452619662697347
16.8,-0.14840790876238327
16.9,-0.14134659221103243
17.0,-0.1286883110781712
17.1,-0.11447121614205216
17.2,-0.10080334533024495
